-0.33423,-0.33315,-0.33386,-0.33398,-0.33532,-0.33596,-0.33443,-0.33461,-0.33504,-0.33467,-0.33493,-0.33241,-0.33761,-0.34179,-0.34454,-0.34188,-0.34385,-0.34694,-0.34017,-0.34064,-0.34088,-0.33713,-0.33635,-0.33759,-0.33959,-0.33978,-0.33965,-0.3399,-0.3399,-0.3402,-0.34014,-0.34006,-0.33962,-0.33932,-0.33896,-0.33899,-0.33852,-0.33848,-0.33824,-0.33818,-0.33771,-0.33737,-0.33682,-0.3367,-0.33698,-0.34087,-0.34163,-0.33805,-0.33438,-0.33349,-0.33207,-0.33446,-0.33623,-0.33153,-0.33263,-0.33045,-0.33152,-0.32768,-0.32448,-0.32202,-0.32002,-0.31787,-0.31585,-0.31292,-0.31263,-0.32192,-0.3255,-0.32659,-0.32712,-0.32823,-0.32919,-0.32952,-0.32964,-0.32937,-0.32854,-0.32715,-0.32583,-0.32379,-0.32194,-0.31972,-0.31768,-0.31538,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.3356,-0.33016,-0.32949,-0.32984,-0.33031,-0.32962,-0.33014,-0.32998,-0.33121,-0.32946,-0.33138,-0.32954,-0.33244,-0.33013,-0.33377,-0.33131,-0.33327,-0.33101,-0.33123,-0.33179,-0.33216,-0.33161,-0.33091,-0.33204,-0.33267,-0.33415,-0.3346,-0.33584,-0.33619,-0.33741,-0.33715,-0.33784,-0.33746,-0.33785,-0.33691,-0.33679,-0.33614,-0.33709,-0.33653,-0.33731,-0.33652,-0.33718,-0.33576,-0.33607,-0.33424,-0.3349,-0.33436,-0.33258,-0.33076,-0.32956,-0.32803,-0.32664,-0.32694,-0.3255,-0.32374,-0.3219,-0.32189,-0.32298,-0.32218,-0.32186,-0.32107,-0.32024,-0.31987,-0.31834,-0.31777,-0.32149,-0.3253,-0.32477,-0.32452,-0.32553,-0.32659,-0.32758,-0.32796,-0.32767,-0.32721,-0.32619,-0.32481,-0.32245,-0.32009,-0.31733,-0.3152,-0.31425,-0.3124,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.33515,-0.33124,-0.3302,-0.33061,-0.33081,-0.33036,-0.33103,-0.33059,-0.33229,-0.33108,-0.33263,-0.33132,-0.33308,-0.33144,-0.33382,-0.3318,-0.33308,-0.33199,-0.33339,-0.33209,-0.33166,-0.33211,-0.33183,-0.33312,-0.33378,-0.33484,-0.33558,-0.33689,-0.33763,-0.33897,-0.33929,-0.34018,-0.34014,-0.34072,-0.34008,-0.34007,-0.33906,-0.34001,-0.33915,-0.34022,-0.33865,-0.34009,-0.33839,-0.33927,-0.33664,-0.33824,-0.3368,-0.3348,-0.33341,-0.33249,-0.33014,-0.32983,-0.32852,-0.32813,-0.32718,-0.3255,-0.32385,-0.32523,-0.32514,-0.32447,-0.32446,-0.32332,-0.32243,-0.32026,-0.3207,-0.31967,-0.32514,-0.32344,-0.32327,-0.32616,-0.32708,-0.32758,-0.3283,-0.32873,-0.3282,-0.32769,-0.326,-0.32271,-0.32044,-0.31832,-0.31636,-0.31613,-0.3141,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.33664,-0.3323,-0.33008,-0.3309,-0.33114,-0.33167,-0.33185,-0.33139,-0.3311,-0.3314,-0.33211,-0.33287,-0.33208,-0.33378,-0.3321,-0.33439,-0.33319,-0.33295,-0.33152,-0.33198,-0.33225,-0.33318,-0.33242,-0.33319,-0.33348,-0.3353,-0.33596,-0.33767,-0.33805,-0.34012,-0.34046,-0.3418,-0.3415,-0.34266,-0.34155,-0.34227,-0.34075,-0.34219,-0.3412,-0.34238,-0.34043,-0.34206,-0.3395,-0.34128,-0.33759,-0.34029,-0.33772,-0.3383,-0.33532,-0.33448,-0.33186,-0.33204,-0.32896,-0.33027,-0.32779,-0.32587,-0.32481,-0.32495,-0.32472,-0.32423,-0.32388,-0.32296,-0.32224,-0.32026,-0.32016,-0.32003,-0.31841,-0.31778,-0.31974,-0.32318,-0.32567,-0.32734,-0.32802,-0.32842,-0.32832,-0.32781,-0.32719,-0.32546,-0.32287,-0.32039,-0.3175,-0.31565,-0.31309,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.33743,-0.33399,-0.3309,-0.33317,-0.33218,-0.33192,-0.33286,-0.32958,-0.33132,-0.33121,-0.33352,-0.33125,-0.33435,-0.33072,-0.33542,-0.33435,-0.33232,-0.33257,-0.33191,-0.33226,-0.33255,-0.33357,-0.33367,-0.3341,-0.33388,-0.33501,-0.3361,-0.3372,-0.33818,-0.3399,-0.34084,-0.34244,-0.34239,-0.34373,-0.34298,-0.34374,-0.34261,-0.34383,-0.34256,-0.34409,-0.34198,-0.34407,-0.34149,-0.34337,-0.33955,-0.34168,-0.34043,-0.33924,-0.33603,-0.33551,-0.33372,-0.33358,-0.331,-0.33186,-0.33052,-0.32878,-0.32684,-0.3282,-0.32815,-0.32802,-0.32687,-0.32522,-0.32486,-0.32309,-0.32195,-0.32097,-0.3203,-0.32054,-0.32003,-0.32018,-0.32309,-0.32672,-0.32857,-0.32943,-0.32953,-0.32892,-0.32709,-0.3249,-0.32294,-0.32124,-0.31873,-0.31648,-0.31371,-0.3104,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.33744,-0.33411,-0.3316,-0.3342,-0.33101,-0.33374,-0.33199,-0.33136,-0.33298,-0.33335,-0.33171,-0.33382,-0.33275,-0.33453,-0.33322,-0.33284,-0.33175,-0.33213,-0.33189,-0.33257,-0.33224,-0.33326,-0.33319,-0.33497,-0.33495,-0.3364,-0.33648,-0.3378,-0.33815,-0.34075,-0.34085,-0.34301,-0.34259,-0.34455,-0.34297,-0.34445,-0.34349,-0.34526,-0.34374,-0.34534,-0.34408,-0.34529,-0.34256,-0.3432,-0.34109,-0.34284,-0.34145,-0.33935,-0.33785,-0.33689,-0.33439,-0.33471,-0.33249,-0.3328,-0.33069,-0.32931,-0.32757,-0.32646,-0.32681,-0.32652,-0.32554,-0.32455,-0.32484,-0.32326,-0.32155,-0.32048,-0.31943,-0.31942,-0.31976,-0.32042,-0.32494,-0.32936,-0.33037,-0.3297,-0.32971,-0.32883,-0.32846,-0.32629,-0.32337,-0.32082,-0.31783,-0.3164,-0.31347,-0.30899,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.33974,-0.33508,-0.33299,-0.33417,-0.33244,-0.33438,-0.33265,-0.33445,-0.33128,-0.33146,-0.32903,-0.33334,-0.33182,-0.33161,-0.33183,-0.33182,-0.33082,-0.33121,-0.33144,-0.33258,-0.33244,-0.33339,-0.33324,-0.33429,-0.33482,-0.33632,-0.33736,-0.3384,-0.33916,-0.34073,-0.34125,-0.34225,-0.34288,-0.34449,-0.34387,-0.34496,-0.3444,-0.34555,-0.3453,-0.34575,-0.34516,-0.34566,-0.3444,-0.34393,-0.34234,-0.34464,-0.34187,-0.34069,-0.33941,-0.33844,-0.33657,-0.33616,-0.33403,-0.33465,-0.33356,-0.33246,-0.33085,-0.32962,-0.33015,-0.32935,-0.32844,-0.32671,-0.32648,-0.32522,-0.32427,-0.32292,-0.32289,-0.32193,-0.32137,-0.32056,-0.32243,-0.32724,-0.33045,-0.33145,-0.33116,-0.33044,-0.32854,-0.32633,-0.32432,-0.32165,-0.31885,-0.31636,-0.31318,-0.31109,-0.30431,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.33792,-0.33444,-0.33366,-0.33461,-0.33255,-0.33516,-0.33147,-0.33109,-0.32899,-0.32758,-0.33054,-0.33079,-0.33001,-0.33111,-0.3304,-0.33042,-0.32957,-0.33039,-0.32974,-0.33142,-0.33137,-0.33291,-0.33328,-0.33401,-0.3343,-0.33609,-0.33664,-0.33867,-0.33932,-0.34108,-0.34126,-0.3427,-0.34277,-0.34494,-0.3437,-0.34513,-0.34425,-0.34607,-0.34557,-0.34671,-0.3449,-0.34646,-0.34374,-0.34478,-0.34365,-0.3436,-0.34143,-0.34149,-0.33944,-0.33978,-0.33653,-0.33785,-0.33534,-0.33486,-0.33231,-0.33118,-0.32983,-0.32912,-0.32911,-0.32814,-0.32799,-0.32695,-0.32675,-0.32373,-0.32306,-0.32167,-0.32119,-0.32103,-0.32018,-0.32125,-0.32298,-0.32912,-0.32985,-0.33099,-0.33151,-0.33079,-0.33078,-0.32907,-0.32633,-0.32388,-0.32074,-0.31817,-0.31551,-0.31417,-0.3081,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.33715,-0.33401,-0.33402,-0.33282,-0.33109,-0.32999,-0.32833,-0.32893,-0.33062,-0.33116,-0.33212,-0.33086,-0.33056,-0.33051,-0.32984,-0.3295,-0.32899,-0.32931,-0.32884,-0.32942,-0.32957,-0.33117,-0.33162,-0.33267,-0.33339,-0.33494,-0.33593,-0.33794,-0.33976,-0.34091,-0.34209,-0.34294,-0.34365,-0.34457,-0.34433,-0.34527,-0.34497,-0.34592,-0.34598,-0.34657,-0.34634,-0.34687,-0.34538,-0.34498,-0.34623,-0.34452,-0.34195,-0.34221,-0.33969,-0.34082,-0.33809,-0.33802,-0.33585,-0.33599,-0.33545,-0.33474,-0.33223,-0.33252,-0.33248,-0.33126,-0.33,-0.32846,-0.32783,-0.32723,-0.32676,-0.32445,-0.32395,-0.32243,-0.32141,-0.32059,-0.32154,-0.32722,-0.33086,-0.33226,-0.33251,-0.33212,-0.33089,-0.32854,-0.3272,-0.32535,-0.32308,-0.3197,-0.31598,-0.31309,-0.30899,-0.3056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
-0.34084,-0.33377,-0.33302,-0.33193,-0.33015,-0.32966,-0.33151,-0.33155,-0.33109,-0.32905,-0.32672,-0.32804,-0.32783,-0.32839,-0.32777,-0.32777,-0.32658,-0.32726,-0.32665,-0.32767,-0.32797,-0.32944,-0.33007,-0.33132,-0.33224,-0.33346,-0.33457,-0.33702,-0.3384,-0.34082,-0.34132,-0.34311,-0.3431,-0.34514,-0.34387,-0.34567,-0.34461,-0.3461,-0.34525,-0.34671,-0.34575,-0.34644,-0.3454,-0.34472,-0.34714,-0.3444,-0.34268,-0.34244,-0.34059,-0.34035,-0.33906,-0.33974,-0.33612,-0.33459,-0.33183,-0.33286,-0.33137,-0.33169,-0.33108,-0.3311,-0.33025,-0.33004,-0.3276,-0.32543,-0.32469,-0.32292,-0.32341,-0.32355,-0.32261,-0.32251,-0.32195,-0.32652,-0.3289,-0.33099,-0.33215,-0.33198,-0.33112,-0.32956,-0.32818,-0.32623,-0.32344,-0.32022,-0.31675,-0.31376,-0.31068,-0.30545,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
