500.86,501.2,500.1,499.12,498.13,497.3,496.71,496.42,496.45,496.42,496.2,496.42,496.68,496.86,497,497.04,497.13,497.22,497.47,497.91,498.34,498.79,499.24,499.68,499.81,499.88,500.02,500.09,500.22,500.63,501.15,501.64,502.21,502.93,503.55,504.37,505.54,506.59,507.44,508.24,509.19,510.07,510.99,511.85,512.73,513.59,514.34,515.08,515.72,516.4,517.14,517.9,518.66,519.44,520.2,521.08,521.88,522.73,523.6,524.4,525.11,525.77,526.43,527.13,527.92,528.8,529.73,530.43,530.83,530.96,530.95,530.73,530.38,529.93,529.43,528.88,528.32,527.73,527.14,526.72,526.38,525.93,525.72,525.59,525.51,525.46,525.48,525.59,526.23,526.94,528.36,529.48,530.67,531.64,532.42,532.96,533.4,533.88,540.66,544.49,547.58,550.43,553.35,556.04,558.19,559.7,560.82,561.88,562.3,561.68,560.69,559.93,559.3,559.12,559.04,558.93,558.66,558.08,556.47,539.61,536.64,539.8,539.79,539.86,540.26,542.09,542.51,542.94,543.4,543.66,543.67,543.41,543.2,543.29,543.73,544.29,544.65,545.15,545.65,546.07,546.37,546.7,547.31,548.09,548.89,549.59,550.19,550.77,551.22,551.44,551.51,551.55,551.42,551.2,550.95,550.73,550.57,550.39,550.18,550.14,551.64,551.01,550.41,550.06,549.85,549.87,549.94,549.74,548.64,547.2,546.9,546.81,546.93,547.21,547.45,547.69,547.92,547.97,547.85,547.45,547.16,546.81,546.33,545.87,545.4,544.91,544.35,543.71,543.25,542.89,542.33,541.42,540.4,539.59,539.24,539.22,539.26,539.24,539.07,538.91,538.87,538.97,540.13,537.88,536.75,534.93,531.16,530.43,529.37,528.43,528.27,528.71,528.89,529.1,529.43,529.88,530.72,531.57,532.01,531.8,530.93,529.57,527.58,525.2,521.73,520.86,520.68,521.1,521.81,522.61,523.53,524.03,523.96,523.5,522.7,520.4,519.85,520.73,521.75,522.78,523.94,524.93,525.52,525.83,525.91,525.94,526.46,527.41,528.25,528.5,528.19,527.79,526.98,525.81,524.6,523.42,522.5,521.96,521.29,520.19,518.95,517.78,516.83,516.11,515.83,516.3,517.03,517.73,517.7,517.12,516.47,515.71,514.48,513.09,511.58,509.71,507.12,503.94,500.65,498.06,495.58,492.93,490.45,488.06,485.16,482.4,479.32,476.37,473.76,471.87,470.11,468.17,466.15,464.47,463.41,462.17,461.01,460.25,459.86,459.78,460.56,462.2,463.69,464.14,465.41,466.93,468.89,471.2,474.26,476.93,478.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
500.55,491.91,490.17,489.75,489.81,490.01,490.15,490.33,490.6,490.94,491.29,491.79,492.29,492.77,493.2,493.66,494.24,494.99,495.69,496.32,496.9,497.4,497.73,497.94,498.13,498.37,498.67,498.97,499.42,500.07,500.8,501.56,502.3,503.07,503.91,504.83,505.68,506.38,507.04,507.69,508.32,508.88,509.39,509.92,510.5,511.08,511.61,512.1,512.58,513.09,513.63,514.22,514.87,515.57,516.32,517.16,518.05,518.98,519.84,520.6,521.32,522.06,522.8,523.51,524.24,525.02,525.83,526.56,527.07,527.32,527.43,527.31,526.97,526.51,526.03,525.55,525.04,524.54,524.09,523.73,523.42,523.12,522.86,522.67,522.51,522.4,522.39,522.49,522.79,523.19,523.78,524.4,525.11,525.74,526.25,526.67,526.99,527.2,529.25,531.04,533.18,535.31,537.42,539.44,541.25,542.83,544.18,545.08,545.3,544.89,544.47,544.49,544.86,545.38,545.7,545.72,545.5,545.08,544.01,536.52,532.91,531.55,530.72,530.61,531.21,532.85,533.45,533.89,534.27,534.55,534.64,534.68,534.72,534.93,535.56,536.78,537.67,538.52,539.27,540,540.73,541.53,542.51,543.49,544.4,545.16,545.72,546.05,546.3,546.53,546.61,546.59,546.54,546.39,546.23,546.1,546.03,545.84,545.49,545.05,544.74,544.09,543.52,543.13,542.89,542.83,542.87,542.98,542.81,542.57,542.59,542.7,542.9,543.26,543.65,544.08,544.39,544.52,544.54,544.57,544.63,544.53,544.18,543.65,543.08,542.54,541.99,541.29,540.56,539.9,539.2,538.29,537.34,536.34,535.64,535.38,535.37,535.36,535.3,535.12,534.61,533.65,532.79,530.5,529.33,528.1,526.48,525.4,524.3,523.26,522.58,522.49,522.71,522.8,522.75,522.75,523.01,523.42,523.86,523.87,523.28,522.06,520.15,517.53,515.15,514.02,513.61,513.58,513.74,513.99,514.34,514.47,514.26,514.09,513.96,513.73,513.13,513.66,514.49,515.35,516.16,516.95,517.69,518.21,518.53,518.74,518.87,518.94,519.21,519.41,519.24,518.64,517.56,516.21,514.77,513.55,512.65,511.95,511.15,510.17,508.93,507.82,507.1,506.62,506.37,506.55,507.17,507.77,507.96,507.71,507.07,506.07,504.64,502.81,501.03,499.04,496.6,493.79,491.07,488.76,486.76,485.01,483.41,481.7,479.43,476.78,474.16,471.75,469.5,467.42,465.71,464.05,462.34,460.83,459.68,458.62,457.53,456.54,455.9,455.5,455.7,456.55,458.07,459.57,460.85,462.35,464.4,467.65,471.15,473.9,474.49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
500.07,490.6,488.91,488.65,488.84,489.22,489.62,490.06,490.56,491.13,491.78,492.49,493.13,493.66,494.02,494.39,494.98,495.75,496.49,497.19,497.85,498.41,498.78,499.05,499.29,499.57,499.89,500.2,500.65,501.28,502.01,502.78,503.5,504.27,505.07,505.88,506.6,507.25,507.83,508.37,508.9,509.35,509.68,510.01,510.42,510.89,511.34,511.73,512.12,512.53,512.96,513.38,513.85,514.4,515.06,515.84,516.71,517.62,518.44,519.17,519.85,520.53,521.18,521.87,522.61,523.4,524.13,524.69,524.99,525.15,525.19,525.01,524.67,524.24,523.86,523.52,523.16,522.76,522.41,522.13,521.9,521.7,521.54,521.41,521.3,521.24,521.27,521.41,521.66,521.95,522.28,522.6,522.97,523.43,523.93,524.37,524.72,525,526.09,527.3,528.9,530.69,532.57,534.38,536.12,537.75,539.09,539.8,539.76,539.33,539.11,539.26,539.71,540.26,540.59,540.55,540.24,539.65,538.46,534.2,531.29,529.52,528.55,528.51,529.24,530.41,531,531.33,531.6,531.8,531.78,531.73,531.76,531.98,532.56,533.48,534.27,535.04,535.81,536.63,537.56,538.5,539.51,540.46,541.33,542.05,542.59,542.92,543.13,543.44,543.67,543.78,543.81,543.77,543.71,543.6,543.49,543.24,542.82,542.29,541.75,541.11,540.5,540.01,539.65,539.36,539.12,539.03,539.08,539.28,539.66,540.03,540.4,540.83,541.27,541.68,541.95,542.06,542.05,542.05,542.17,542.17,541.93,541.47,540.9,540.37,539.79,539.07,538.15,537.1,535.9,534.67,533.63,532.74,532.12,531.86,531.85,531.81,531.54,531.02,530.21,529.03,527.66,525.83,524.58,523.42,522.28,521.27,520.18,519.16,518.43,518.27,518.52,518.66,518.53,518.38,518.3,518.34,518.48,518.29,517.55,516.39,514.83,512.88,511.15,510.16,509.76,509.67,509.75,509.85,509.82,509.5,509,509.06,509.47,509.7,509.75,510.35,511.16,511.95,512.59,513.24,513.79,514.05,514.04,513.84,513.56,513.27,513.09,512.88,512.32,511.53,510.7,509.89,509,507.99,506.92,505.92,504.89,503.73,502.41,501.42,500.76,500.32,500.13,500.24,500.66,500.96,500.94,500.47,499.41,497.93,496.25,494.49,492.65,490.45,487.96,485.67,483.55,481.65,480.21,479.01,477.69,476.03,473.94,471.88,470,467.99,465.84,463.74,462.01,460.5,459.04,457.72,456.67,455.79,454.93,454.16,453.68,453.4,453.49,454.38,455.74,457.29,458.62,459.88,461.84,465.09,468.62,472.17,473.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
500.24,491.33,489.68,489.33,489.39,489.66,490.13,490.76,491.45,492.15,492.91,493.68,494.39,494.86,495.16,495.52,496.07,496.8,497.53,498.23,498.87,499.43,499.88,500.28,500.59,500.88,501.19,501.54,502.01,502.65,503.34,504.01,504.64,505.36,506.16,506.91,507.56,508.08,508.54,509,509.44,509.82,510.08,510.32,510.62,511.01,511.4,511.74,512.03,512.34,512.66,512.98,513.34,513.81,514.42,515.15,516,516.86,517.64,518.27,518.77,519.25,519.77,520.43,521.15,521.86,522.45,522.85,522.98,522.99,522.94,522.76,522.46,522.11,521.83,521.57,521.28,520.96,520.69,520.46,520.25,520.09,519.97,519.89,519.88,519.97,520.14,520.35,520.52,520.63,520.74,520.9,521.19,521.7,522.3,522.83,523.21,523.57,524.47,525.53,526.94,528.59,530.32,532.02,533.66,535.13,536.23,536.66,536.44,536.14,536.13,536.31,536.61,536.93,537.06,536.95,536.57,535.8,534.41,531.41,529.11,527.61,526.84,526.83,527.44,528.35,528.95,529.32,529.53,529.61,529.46,529.23,529.15,529.38,529.93,530.69,531.37,532.05,532.8,533.7,534.75,535.79,536.75,537.62,538.41,539.03,539.58,539.97,540.25,540.57,540.85,541.05,541.16,541.19,541.18,541.07,540.94,540.69,540.25,539.67,539,538.26,537.58,536.98,536.45,535.97,535.58,535.49,535.77,536.35,537.02,537.59,538.07,538.54,538.99,539.39,539.61,539.7,539.69,539.68,539.73,539.68,539.48,539.15,538.66,538.11,537.45,536.57,535.41,534,532.36,530.89,529.85,529.17,528.74,528.55,528.5,528.33,527.79,526.95,525.87,524.56,523.15,521.73,520.69,519.77,518.87,517.9,516.78,515.71,514.87,514.41,514.44,514.57,514.45,514.18,513.92,513.68,513.6,513.44,512.94,512.13,511.02,509.63,508.38,507.56,507.09,506.85,506.84,506.8,506.56,506.03,505.57,505.75,506.37,506.85,507.14,507.73,508.39,508.95,509.41,509.79,510.02,510.06,509.82,509.32,508.77,508.23,507.79,507.25,506.51,505.91,505.58,505.32,504.82,503.9,502.56,501.2,499.95,498.74,497.63,496.88,496.37,496.04,495.83,495.67,495.53,495.29,494.8,493.99,492.6,490.79,488.98,487.02,484.91,482.68,480.55,478.67,477.03,475.82,474.9,473.88,472.56,471.07,469.74,468.51,467.11,465.36,463.33,461.29,459.53,458.02,456.72,455.61,454.81,453.97,453.13,452.52,452.18,451.89,452.02,452.96,454.2,455.63,457.1,458.35,460.29,463.33,467.07,470.88,472.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
501.08,492.82,491.07,490.56,490.52,490.76,491.29,491.98,492.75,493.5,494.28,495.04,495.66,496.08,496.42,496.85,497.4,498.03,498.67,499.29,499.84,500.32,500.84,501.35,501.73,502.06,502.46,502.92,503.46,504.06,504.68,505.29,505.85,506.48,507.19,507.87,508.39,508.8,509.16,509.53,509.88,510.18,510.39,510.58,510.85,511.18,511.52,511.79,512,512.21,512.45,512.71,513.05,513.51,514.1,514.82,515.62,516.37,516.98,517.41,517.74,518.08,518.54,519.14,519.75,520.25,520.68,520.97,521.02,520.97,520.86,520.68,520.46,520.22,519.99,519.73,519.43,519.17,518.95,518.72,518.49,518.31,518.25,518.27,518.39,518.63,518.94,519.16,519.21,519.16,519.16,519.33,519.75,520.38,521.02,521.58,522,522.44,523.34,524.45,525.89,527.5,529.06,530.52,531.91,533.06,533.77,533.91,533.72,533.65,533.81,534.05,534.28,534.4,534.25,533.88,533.29,532.36,530.91,528.68,526.91,525.7,525.15,525.13,525.43,526.01,526.57,527,527.19,527.14,526.84,526.5,526.41,526.71,527.32,528.05,528.71,529.37,530.11,531.05,532.14,533.23,534.23,535.07,535.73,536.29,536.79,537.2,537.5,537.77,538.06,538.34,538.55,538.66,538.66,538.53,538.43,538.26,537.83,537.21,536.41,535.53,534.73,534.01,533.39,532.84,532.48,532.53,533.06,533.82,534.67,535.4,535.96,536.44,536.87,537.24,537.43,537.51,537.51,537.47,537.4,537.26,537.02,536.76,536.35,535.74,534.87,533.71,532.27,530.54,528.68,527.2,526.28,525.78,525.47,525.26,525.09,524.81,524.1,523.09,521.88,520.55,519.25,518.12,517.3,516.57,515.77,514.82,513.74,512.63,511.6,510.7,510.24,510.31,510.32,510.09,509.75,509.53,509.56,509.66,509.46,508.92,508.11,507.02,506.04,505.37,504.88,504.54,504.41,504.24,503.77,503.2,502.9,503.09,503.64,504.2,504.6,505.04,505.51,505.87,506.09,506.2,506.22,506.11,505.71,505.04,504.31,503.73,503.28,502.69,502.01,501.54,501.45,501.45,501.05,499.95,498.21,496.49,495.06,494.02,493.31,492.9,492.58,492.23,491.84,491.35,490.65,489.79,488.88,487.73,486.11,484.23,482.22,480.18,478.18,476.32,474.66,473.18,471.93,470.89,469.95,468.97,467.93,467.06,466.5,465.83,464.77,463.24,461.39,459.42,457.56,456.13,454.87,453.83,453.14,452.33,451.49,451.01,450.84,450.68,450.89,451.94,453.22,454.5,455.9,457.29,459.31,462.4,466.49,470.72,471.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
502.27,494.61,492.72,492.07,492,492.27,492.77,493.47,494.27,495.06,495.81,496.49,497.01,497.45,497.88,498.38,498.93,499.44,499.9,500.37,500.84,501.28,501.8,502.33,502.74,503.12,503.59,504.19,504.81,505.4,505.97,506.53,507.06,507.59,508.17,508.76,509.17,509.5,509.79,510.04,510.27,510.47,510.65,510.83,511.07,511.34,511.57,511.74,511.88,512.03,512.25,512.53,512.87,513.34,513.94,514.64,515.32,515.85,516.21,516.45,516.68,517,517.45,517.94,518.32,518.65,518.94,519.13,519.15,519.05,518.9,518.79,518.68,518.5,518.26,517.95,517.63,517.37,517.15,516.92,516.73,516.59,516.55,516.65,516.9,517.25,517.63,517.85,517.85,517.75,517.75,517.97,518.46,519.14,519.8,520.36,520.9,521.55,522.58,523.82,525.28,526.74,528.05,529.23,530.32,531.13,531.49,531.5,531.42,531.5,531.75,532.05,532.28,532.29,531.94,531.32,530.49,529.42,528,526.25,524.85,523.93,523.52,523.38,523.4,523.65,523.97,524.31,524.46,524.33,523.99,523.7,523.73,524.12,524.77,525.5,526.19,526.89,527.69,528.68,529.79,530.9,531.91,532.72,533.31,533.79,534.23,534.61,534.87,535.03,535.28,535.61,535.95,536.2,536.28,536.24,536.17,536.05,535.62,534.9,533.94,532.95,532.01,531.2,530.54,530.05,529.85,530.05,530.69,531.55,532.52,533.4,534.04,534.53,534.94,535.25,535.4,535.5,535.46,535.32,535.08,534.8,534.53,534.27,533.87,533.12,531.95,530.46,528.75,526.88,525.11,523.74,522.88,522.41,522.1,521.83,521.51,521.1,520.38,519.4,518.24,517,515.83,514.84,514.09,513.42,512.71,511.85,510.77,509.59,508.3,507.01,506.12,506,506.3,506.4,506.24,506.11,506.26,506.49,506.47,506.16,505.58,504.71,503.9,503.36,502.95,502.55,502.26,501.86,501.22,500.74,500.6,500.73,501.06,501.42,501.68,501.88,502.11,502.34,502.47,502.5,502.4,502.1,501.56,500.86,500.24,499.8,499.44,499,498.45,498.02,497.85,497.68,496.95,495.43,493.48,491.69,490.39,489.74,489.47,489.36,489.11,488.56,487.75,486.78,485.54,484.24,482.97,481.48,479.77,477.89,476.06,474.46,472.85,471.41,470.1,468.83,467.53,466.32,465.36,464.66,464.2,463.91,463.78,463.42,462.65,461.46,459.83,457.87,455.98,454.53,453.22,452.2,451.47,450.65,449.86,449.48,449.62,449.8,450.19,451.28,452.69,453.96,455.26,456.67,458.82,462.16,466.9,470.65,471.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
503.84,496.56,494.58,493.86,493.76,494.03,494.48,495.13,495.94,496.74,497.43,498.03,498.54,498.99,499.48,500.01,500.52,500.93,501.29,501.62,501.93,502.27,502.73,503.19,503.61,504.08,504.68,505.35,505.98,506.56,507.14,507.74,508.28,508.73,509.17,509.59,509.91,510.17,510.39,510.54,510.67,510.79,510.92,511.08,511.28,511.45,511.54,511.63,511.73,511.88,512.09,512.36,512.74,513.24,513.83,514.45,514.93,515.2,515.33,515.44,515.64,515.95,516.31,516.63,516.86,517.06,517.25,517.35,517.32,517.19,517.08,517.03,516.94,516.76,516.49,516.14,515.8,515.53,515.32,515.16,515.03,514.94,514.93,515.08,515.43,515.89,516.32,516.54,516.54,516.45,516.49,516.7,517.16,517.87,518.54,519.18,519.92,520.83,521.99,523.28,524.67,525.91,526.99,527.96,528.78,529.3,529.46,529.44,529.45,529.58,529.85,530.16,530.37,530.3,529.87,529.15,528.18,527.01,525.64,524.09,522.87,522.15,521.78,521.52,521.35,521.32,521.38,521.55,521.61,521.41,521.11,520.99,521.2,521.64,522.26,522.99,523.76,524.55,525.43,526.45,527.58,528.66,529.62,530.4,530.97,531.36,531.69,532.08,532.32,532.43,532.67,533.06,533.52,533.91,534.13,534.18,534.11,533.95,533.49,532.68,531.61,530.49,529.48,528.61,527.93,527.53,527.52,527.86,528.51,529.4,530.43,531.43,532.19,532.7,533.09,533.35,533.51,533.53,533.38,533.07,532.65,532.29,532,531.67,531.09,530.08,528.64,526.89,525.08,523.29,521.74,520.52,519.62,519.03,518.63,518.28,517.86,517.4,516.75,515.89,514.83,513.69,512.6,511.68,510.92,510.22,509.54,508.72,507.65,506.37,504.93,503.51,502.45,502.12,502.61,503.16,503.29,503.24,503.33,503.5,503.57,503.42,503.1,502.52,501.91,501.49,501.15,500.61,500.02,499.32,498.77,498.55,498.51,498.58,498.65,498.62,498.45,498.32,498.25,498.3,498.33,498.39,498.39,498.11,497.59,497.01,496.57,496.35,496.21,495.92,495.43,494.81,494.19,493.43,492.25,490.51,488.52,486.83,485.87,485.63,485.82,485.96,485.59,484.59,483.16,481.56,479.9,478.3,476.83,475.37,473.95,472.43,471.03,469.86,468.65,467.52,466.36,464.9,463.39,462.17,461.51,461.34,461.43,461.43,461.35,461.15,460.71,459.83,458.4,456.59,454.74,453.18,451.77,450.58,449.64,448.83,448.26,448.19,448.61,449.11,449.63,450.58,452,453.34,454.51,455.95,458.02,460.95,464.98,469.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
505.57,498.62,496.68,495.93,495.78,496,496.43,497.09,497.85,498.49,499.05,499.57,500.04,500.55,501.13,501.68,502.08,502.39,502.7,502.94,503.09,503.32,503.69,504.09,504.55,505.15,505.83,506.48,507.08,507.66,508.33,509,509.52,509.88,510.2,510.49,510.69,510.85,510.97,511.05,511.08,511.11,511.16,511.27,511.39,511.47,511.49,511.51,511.57,511.69,511.87,512.15,512.56,513.08,513.63,514.08,514.34,514.42,514.41,514.47,514.66,514.92,515.14,515.32,515.46,515.57,515.65,515.63,515.5,515.34,515.24,515.22,515.15,514.94,514.63,514.26,513.92,513.64,513.45,513.37,513.34,513.31,513.34,513.59,514.03,514.57,515,515.2,515.19,515.14,515.19,515.4,515.8,516.49,517.23,518.05,519.04,520.11,521.33,522.6,523.83,524.89,525.77,526.57,527.17,527.5,527.59,527.64,527.73,527.87,528.11,528.37,528.51,528.4,527.93,527.22,526.26,525.1,523.74,522.24,521.04,520.32,519.9,519.56,519.28,519.08,518.97,518.98,518.91,518.71,518.55,518.63,518.92,519.35,519.93,520.66,521.51,522.39,523.31,524.36,525.42,526.42,527.28,527.98,528.48,528.81,529.11,529.54,529.86,530.1,530.41,530.88,531.44,531.92,532.2,532.27,532.14,531.91,531.38,530.5,529.38,528.18,527.09,526.19,525.55,525.31,525.47,525.88,526.55,527.47,528.52,529.55,530.35,530.87,531.21,531.39,531.49,531.4,531.12,530.7,530.19,529.75,529.34,528.81,527.97,526.72,525.05,523.21,521.42,519.84,518.55,517.43,516.38,515.6,515.09,514.66,514.23,513.78,513.19,512.38,511.4,510.35,509.37,508.45,507.64,506.93,506.22,505.37,504.28,502.96,501.56,500.31,499.4,498.97,499.24,499.93,500.4,500.52,500.58,500.66,500.77,500.78,500.67,500.37,500.03,499.7,499.28,498.46,497.49,496.74,496.51,496.52,496.6,496.6,496.4,495.88,495.22,494.74,494.38,494.22,494.14,494.1,494.01,493.69,493.3,493.01,492.9,492.98,493.01,492.77,492.06,491.02,489.9,488.65,487.12,485.31,483.45,482.08,481.61,481.82,482.31,482.41,481.65,479.98,477.84,475.77,474.01,472.5,471.26,470.22,469.2,468.05,466.96,466.08,465.16,464.16,462.85,461.13,459.59,458.69,458.54,458.79,459.01,458.98,458.83,458.75,458.53,457.95,456.9,455.35,453.66,451.94,450.35,448.86,447.78,447.14,446.98,447.23,447.74,448.35,448.94,449.79,451.07,452.37,453.52,454.94,456.89,459.74,463.23,468.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
507.42,500.76,498.89,498.12,497.94,498.13,498.58,499.22,499.78,500.17,500.54,500.93,501.4,501.99,502.64,503.16,503.49,503.74,504.02,504.3,504.47,504.65,504.92,505.25,505.73,506.38,507.04,507.67,508.27,508.9,509.57,510.19,510.67,510.98,511.23,511.44,511.53,511.58,511.6,511.58,511.49,511.39,511.35,511.37,511.4,511.41,511.41,511.4,511.39,511.41,511.55,511.85,512.27,512.75,513.2,513.47,513.57,513.58,513.59,513.67,513.8,513.93,514.05,514.1,514.11,514.12,514.08,513.95,513.72,513.51,513.42,513.42,513.34,513.07,512.69,512.3,511.97,511.69,511.54,511.55,511.62,511.65,511.76,512.11,512.64,513.21,513.6,513.73,513.71,513.72,513.8,514,514.37,515.04,515.92,517,518.15,519.32,520.57,521.78,522.85,523.73,524.46,525.05,525.46,525.72,525.86,526,526.19,526.36,526.53,526.69,526.76,526.62,526.15,525.49,524.67,523.61,522.28,520.79,519.53,518.64,518.08,517.64,517.27,516.94,516.72,516.59,516.48,516.4,516.44,516.61,516.93,517.36,517.93,518.64,519.5,520.38,521.3,522.27,523.2,524.07,524.84,525.45,525.91,526.24,526.63,527.18,527.68,528.08,528.53,529.09,529.65,530.07,530.33,530.38,530.2,529.87,529.25,528.27,527.05,525.79,524.7,523.88,523.43,523.38,523.65,524.1,524.79,525.7,526.73,527.74,528.46,528.9,529.14,529.26,529.27,529.13,528.82,528.38,527.83,527.24,526.61,525.78,524.58,523.05,521.3,519.52,517.89,516.51,515.37,514.22,513.02,512.09,511.46,511,510.59,510.18,509.63,508.87,507.98,507.02,506.02,505.04,504.21,503.51,502.76,501.92,500.81,499.56,498.4,497.49,496.8,496.28,496.15,496.51,497.05,497.41,497.58,497.67,497.88,498.09,498.27,498.27,498.13,497.88,497.29,496.16,495.04,494.52,494.54,494.74,494.9,494.77,494.22,493.28,492.27,491.55,490.96,490.56,490.22,489.88,489.49,489.04,488.67,488.65,488.88,489.16,489.18,488.77,487.72,486.36,484.9,483.42,481.84,480.2,478.68,477.77,477.68,478.1,478.39,477.91,476.53,474.44,472.24,470.34,468.82,467.58,466.71,466.05,465.35,464.48,463.62,462.92,462.2,461.14,459.64,457.9,456.59,456.1,456.31,456.69,456.83,456.68,456.39,456.27,456.22,455.97,455.31,454.02,452.49,450.66,448.86,447.23,446.16,445.87,446.17,446.65,447.12,447.6,448.2,448.97,450.15,451.41,452.63,454.11,455.75,458.31,461.76,467.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
509.42,502.87,501.05,500.28,500.09,500.26,500.66,501.18,501.57,501.85,502.1,502.41,502.87,503.44,504,504.46,504.8,505.09,505.4,505.69,505.91,506.1,506.34,506.64,507.12,507.77,508.39,508.94,509.52,510.12,510.73,511.27,511.66,511.92,512.14,512.3,512.32,512.27,512.21,512.09,511.89,511.68,511.52,511.44,511.4,511.37,511.35,511.3,511.24,511.22,511.32,511.58,511.94,512.32,512.6,512.72,512.76,512.8,512.89,512.96,512.98,513,513.01,512.92,512.78,512.63,512.47,512.25,511.99,511.77,511.69,511.66,511.51,511.18,510.8,510.43,510.09,509.83,509.73,509.83,509.97,510.06,510.29,510.76,511.33,511.83,512.11,512.21,512.26,512.38,512.52,512.67,513.02,513.73,514.74,515.97,517.27,518.48,519.66,520.76,521.7,522.45,523.02,523.44,523.75,524.04,524.27,524.5,524.74,524.93,525.03,525.09,525.08,524.91,524.52,523.99,523.28,522.3,521.05,519.63,518.31,517.26,516.5,515.87,515.31,514.86,514.59,514.47,514.39,514.41,514.54,514.8,515.15,515.54,516.15,516.89,517.7,518.53,519.42,520.28,521.05,521.82,522.5,523,523.4,523.8,524.33,525.03,525.7,526.29,526.85,527.41,527.95,528.33,528.55,528.51,528.22,527.82,527.12,526.04,524.73,523.45,522.42,521.76,521.52,521.62,521.97,522.46,523.1,523.93,524.89,525.75,526.3,526.65,526.84,526.89,526.88,526.77,526.49,526.03,525.41,524.68,523.78,522.57,521,519.26,517.55,515.94,514.51,513.26,512.16,510.91,509.59,508.64,507.98,507.45,506.98,506.54,505.97,505.27,504.44,503.49,502.49,501.52,500.73,500.04,499.31,498.43,497.32,496.24,495.41,494.76,494.16,493.64,493.26,493.17,493.42,493.83,494.19,494.46,494.83,495.28,495.75,496.08,496.13,495.81,494.99,493.81,492.97,492.78,492.95,493.11,493.15,492.73,491.85,490.67,489.51,488.64,487.88,487.24,486.6,485.92,485.28,484.75,484.45,484.53,484.84,484.99,484.74,483.97,482.65,481.09,479.65,478.35,477.05,475.77,474.65,473.97,473.81,473.85,473.48,472.39,470.71,468.81,467.08,465.62,464.51,463.66,463.13,462.74,462.34,461.73,461.07,460.46,459.67,458.42,456.89,455.38,454.38,454.19,454.5,454.77,454.67,454.29,453.96,453.93,454.06,454.1,453.73,452.67,451.19,449.34,447.42,445.88,444.98,445.01,445.62,446.19,446.56,446.94,447.5,448.34,449.52,450.76,452.08,453.68,455.11,457.13,460.62,465.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
