English_Name,Genus,Species,treatment,Author,Pub_Year,Journal,Class,Order,Collection_Location,Study_Type,Distribution,Calcification,Life_stage,Life_stage_category,Class,Order,Extracted_from,Comments,Response_variable,response_type,Effect of treatment,Study_Duration,Study_Duration_Units,citation details,response,SE_response,LCI_response,UCI_response,unit_response,sample_size,pH,uatm,DIC _umol_kg-1,ppm CO2,salinity,temperature,oxygen,oxygen_units,treatment_var,treatment_name_or_other_details,comments,extraction method,study_design
Urchin_ Strongylocentrotus franciscanus,Strongylocentrotus,purpuratus,Oxygen,Johansen and Vadas,1967,,Echinoidea,Echinoida,Friday Harbour_ Washington,Single species lab study (one species in paper),,Makes CaCO3,Adult,adult or juvenile,Echinoidea,Echinoida,google scholar,,metabolic_rate,metabolic rate,positive,,,Fig.2,13.67885437,,,,ul g-1 h-1,6,,,,,,10,0.486522825,mmHg,oxygen,,congener - 6 individual were repeat-sampled but unknown which data are from which individuals,webplotdigitizer,regression
Urchin_ Strongylocentrotus franciscanus,Strongylocentrotus,purpuratus,Oxygen,Johansen and Vadas,1967,,Echinoidea,Echinoida,Friday Harbour_ Washington,Single species lab study (one species in paper),,Makes CaCO3,Adult,adult or juvenile,Echinoidea,Echinoida,google scholar,,metabolic_rate,metabolic rate,positive,,,Fig.2,17.08271757,,,,ul g-1 h-1,6,,,,,,10,1.401556641,mmHg,oxygen,,congener - 6 individual were repeat-sampled but unknown which data are from which individuals,webplotdigitizer,regression
Urchin_ Strongylocentrotus franciscanus,Strongylocentrotus,purpuratus,Oxygen,Johansen and Vadas,1967,,Echinoidea,Echinoida,Friday Harbour_ Washington,Single species lab study (one species in paper),,Makes CaCO3,Adult,adult or juvenile,Echinoidea,Echinoida,google scholar,,metabolic_rate,metabolic rate,positive,,,Fig.2,16.54478966,,,,ul g-1 h-1,6,,,,,,10,1.801438415,mmHg,oxygen,,congener - 6 individual were repeat-sampled but unknown which data are from which individuals,webplotdigitizer,regression
Urchin_ Strongylocentrotus franciscanus,Strongylocentrotus,purpuratus,Oxygen,Johansen and Vadas,1967,,Echinoidea,Echinoida,Friday Harbour_ Washington,Single species lab study (one species in paper),,Makes CaCO3,Adult,adult or juvenile,Echinoidea,Echinoida,google scholar,,metabolic_rate,metabolic rate,positive,,,Fig.2,13.89282009,,,,ul g-1 h-1,6,,,,,,10,2.372284136,mmHg,oxygen,,congener - 6 individual were repeat-sampled but unknown which data are from which individuals,webplotdigitizer,regression
Urchin_ Strongylocentrotus franciscanus,Strongylocentrotus,purpuratus,Oxygen,Johansen and Vadas,1967,,Echinoidea,Echinoida,Friday Harbour_ Washington,Single species lab study (one species in paper),,Makes CaCO3,Adult,adult or juvenile,Echinoidea,Echinoida,google scholar,,metabolic_rate,metabolic rate,positive,,,Fig.2,27.57758576,,,,ul g-1 h-1,6,,,,,,10,3.403863206,mmHg,oxygen,,congener - 6 individual were repeat-sampled but unknown which data are from which individuals,webplotdigitizer,regression
Urchin_ Strongylocentrotus franciscanus,Strongylocentrotus,purpuratus,Oxygen,Johansen and Vadas,1967,,Echinoidea,Echinoida,Friday Harbour_ Washington,Single species lab study (one species in paper),,Makes CaCO3,Adult,adult or juvenile,Echinoidea,Echinoida,google scholar,,metabolic_rate,metabolic rate,positive,,,Fig.2,26.03010125,,,,ul g-1 h-1,6,,,,,,10,2.089237385,mmHg,oxygen,,congener - 6 individual were repeat-sampled but unknown which data are from which individuals,webplotdigitizer,regression
Urchin_ Strongylocentrotus franciscanus,Strongylocentrotus,purpuratus,Oxygen,Johansen and Vadas,1967,,Echinoidea,Echinoida,Friday Harbour_ Washington,Single species lab study (one species in paper),,Makes CaCO3,Adult,adult or juvenile,Echinoidea,Echinoida,google scholar,,metabolic_rate,metabolic rate,positive,,,Fig.2,29.67429919,,,,ul g-1 h-1,6,,,,,,10,3.890038308,mmHg,oxygen,,congener - 6 individual were repeat-sampled but unknown which data are from which individuals,webplotdigitizer,regression
Urchin_ Strongylocentrotus franciscanus,Strongylocentrotus,purpuratus,Oxygen,Johansen and Vadas,1967,,Echinoidea,Echinoida,Friday Harbour_ Washington,Single species lab study (one species in paper),,Makes CaCO3,Adult,adult or juvenile,Echinoidea,Echinoida,google scholar,,metabolic_rate,metabolic rate,positive,,,Fig.2,31.50958267,,,,ul g-1 h-1,6,,,,,,10,4.290441667,mmHg,oxygen,,congener - 6 individual were repeat-sampled but unknown which data are from which individuals,webplotdigitizer,regression
Urchin_ Strongylocentrotus franciscanus,Strongylocentrotus,purpuratus,Oxygen,Johansen and Vadas,1967,,Echinoidea,Echinoida,Friday Harbour_ Washington,Single species lab study (one species in paper),,Makes CaCO3,Adult,adult or juvenile,Echinoidea,Echinoida,google scholar,,metabolic_rate,metabolic rate,positive,,,Fig.2,28.06503584,,,,ul g-1 h-1,6,,,,,,10,4.918256052,mmHg,oxygen,,congener - 6 individual were repeat-sampled but unknown which data are from which individuals,webplotdigitizer,regression
Urchin_ Strongylocentrotus franciscanus,Strongylocentrotus,purpuratus,Oxygen,Johansen and Vadas,1967,,Echinoidea,Echinoida,Friday Harbour_ Washington,Single species lab study (one species in paper),,Makes CaCO3,Adult,adult or juvenile,Echinoidea,Echinoida,google scholar,,metabolic_rate,metabolic rate,positive,,,Fig.2,41.81007354,,,,ul g-1 h-1,6,,,,,,10,3.664134082,mmHg,oxygen,,congener - 6 individual were repeat-sampled but unknown which data are from which individuals,webplotdigitizer,regression
Urchin_ Strongylocentrotus franciscanus,Strongylocentrotus,purpuratus,Oxygen,Johansen and Vadas,1967,,Echinoidea,Echinoida,Friday Harbour_ Washington,Single species lab study (one species in paper),,Makes CaCO3,Adult,adult or juvenile,Echinoidea,Echinoida,google scholar,,metabolic_rate,metabolic rate,positive,,,Fig.2,48.62382716,,,,ul g-1 h-1,6,,,,,,10,5.26563161,mmHg,oxygen,,congener - 6 individual were repeat-sampled but unknown which data are from which individuals,webplotdigitizer,regression
Urchin_ Strongylocentrotus franciscanus,Strongylocentrotus,purpuratus,Oxygen,Johansen and Vadas,1967,,Echinoidea,Echinoida,Friday Harbour_ Washington,Single species lab study (one species in paper),,Makes CaCO3,Adult,adult or juvenile,Echinoidea,Echinoida,google scholar,,metabolic_rate,metabolic rate,positive,,,Fig.2,51.25545491,,,,ul g-1 h-1,6,,,,,,10,5.46620999,mmHg,oxygen,,congener - 6 individual were repeat-sampled but unknown which data are from which individuals,webplotdigitizer,regression
Urchin_ Strongylocentrotus franciscanus,Strongylocentrotus,purpuratus,Oxygen,Johansen and Vadas,1967,,Echinoidea,Echinoida,Friday Harbour_ Washington,Single species lab study (one species in paper),,Makes CaCO3,Adult,adult or juvenile,Echinoidea,Echinoida,google scholar,,metabolic_rate,metabolic rate,positive,,,Fig.2,46.4864301,,,,ul g-1 h-1,6,,,,,,10,6.32230471,mmHg,oxygen,,congener - 6 individual were repeat-sampled but unknown which data are from which individuals,webplotdigitizer,regression
Urchin_ Strongylocentrotus franciscanus,Strongylocentrotus,purpuratus,Oxygen,Johansen and Vadas,1967,,Echinoidea,Echinoida,Friday Harbour_ Washington,Single species lab study (one species in paper),,Makes CaCO3,Adult,adult or juvenile,Echinoidea,Echinoida,google scholar,,metabolic_rate,metabolic rate,positive,,,Fig.2,46.45855428,,,,ul g-1 h-1,6,,,,,,10,7.379441441,mmHg,oxygen,,congener - 6 individual were repeat-sampled but unknown which data are from which individuals,webplotdigitizer,regression
Urchin_ Strongylocentrotus franciscanus,Strongylocentrotus,purpuratus,Oxygen,Johansen and Vadas,1967,,Echinoidea,Echinoida,Friday Harbour_ Washington,Single species lab study (one species in paper),,Makes CaCO3,Adult,adult or juvenile,Echinoidea,Echinoida,google scholar,,metabolic_rate,metabolic rate,positive,,,Fig.2,57.84469519,,,,ul g-1 h-1,6,,,,,,10,5.581943889,mmHg,oxygen,,congener - 6 individual were repeat-sampled but unknown which data are from which individuals,webplotdigitizer,regression
Urchin_ Strongylocentrotus franciscanus,Strongylocentrotus,purpuratus,Oxygen,Johansen and Vadas,1967,,Echinoidea,Echinoida,Friday Harbour_ Washington,Single species lab study (one species in paper),,Makes CaCO3,Adult,adult or juvenile,Echinoidea,Echinoida,google scholar,,metabolic_rate,metabolic rate,positive,,,Fig.2,56.51343661,,,,ul g-1 h-1,6,,,,,,10,6.06736559,mmHg,oxygen,,congener - 6 individual were repeat-sampled but unknown which data are from which individuals,webplotdigitizer,regression
Urchin_ Strongylocentrotus franciscanus,Strongylocentrotus,purpuratus,Oxygen,Johansen and Vadas,1967,,Echinoidea,Echinoida,Friday Harbour_ Washington,Single species lab study (one species in paper),,Makes CaCO3,Adult,adult or juvenile,Echinoidea,Echinoida,google scholar,,metabolic_rate,metabolic rate,positive,,,Fig.2,71.02166896,,,,ul g-1 h-1,6,,,,,,10,5.870554213,mmHg,oxygen,,congener - 6 individual were repeat-sampled but unknown which data are from which individuals,webplotdigitizer,regression
Urchin_ Strongylocentrotus franciscanus,Strongylocentrotus,purpuratus,Oxygen,Johansen and Vadas,1967,,Echinoidea,Echinoida,Friday Harbour_ Washington,Single species lab study (one species in paper),,Makes CaCO3,Adult,adult or juvenile,Echinoidea,Echinoida,google scholar,,metabolic_rate,metabolic rate,positive,,,Fig.2,70.48374104,,,,ul g-1 h-1,6,,,,,,10,6.270435987,mmHg,oxygen,,congener - 6 individual were repeat-sampled but unknown which data are from which individuals,webplotdigitizer,regression
Urchin_ Strongylocentrotus franciscanus,Strongylocentrotus,purpuratus,Oxygen,Johansen and Vadas,1967,,Echinoidea,Echinoida,Friday Harbour_ Washington,Single species lab study (one species in paper),,Makes CaCO3,Adult,adult or juvenile,Echinoidea,Echinoida,google scholar,,metabolic_rate,metabolic rate,positive,,,Fig.2,73.88986445,,,,ul g-1 h-1,6,,,,,,10,7.099756014,mmHg,oxygen,,congener - 6 individual were repeat-sampled but unknown which data are from which individuals,webplotdigitizer,regression
Urchin_ Strongylocentrotus franciscanus,Strongylocentrotus,purpuratus,Oxygen,Johansen and Vadas,1967,,Echinoidea,Echinoida,Friday Harbour_ Washington,Single species lab study (one species in paper),,Makes CaCO3,Adult,adult or juvenile,Echinoidea,Echinoida,google scholar,,metabolic_rate,metabolic rate,positive,,,Fig.2,79.97055943,,,,ul g-1 h-1,6,,,,,,10,6.501092431,mmHg,oxygen,,congener - 6 individual were repeat-sampled but unknown which data are from which individuals,webplotdigitizer,regression
Urchin_ Strongylocentrotus franciscanus,Strongylocentrotus,purpuratus,Oxygen,Johansen and Vadas,1967,,Echinoidea,Echinoida,Friday Harbour_ Washington,Single species lab study (one species in paper),,Makes CaCO3,Adult,adult or juvenile,Echinoidea,Echinoida,google scholar,,metabolic_rate,metabolic rate,positive,,,Fig.2,82.88772595,,,,ul g-1 h-1,6,,,,,,10,5.873162138,mmHg,oxygen,,congener - 6 individual were repeat-sampled but unknown which data are from which individuals,webplotdigitizer,regression
Urchin_ Strongylocentrotus franciscanus,Strongylocentrotus,purpuratus,Oxygen,Johansen and Vadas,1967,,Echinoidea,Echinoida,Friday Harbour_ Washington,Single species lab study (one species in paper),,Makes CaCO3,Adult,adult or juvenile,Echinoidea,Echinoida,google scholar,,metabolic_rate,metabolic rate,positive,,,Fig.2,87.86619608,,,,ul g-1 h-1,6,,,,,,10,7.074256307,mmHg,oxygen,,congener - 6 individual were repeat-sampled but unknown which data are from which individuals,webplotdigitizer,regression
Urchin_ Strongylocentrotus franciscanus,Strongylocentrotus,purpuratus,Oxygen,Johansen and Vadas,1967,,Echinoidea,Echinoida,Friday Harbour_ Washington,Single species lab study (one species in paper),,Makes CaCO3,Adult,adult or juvenile,Echinoidea,Echinoida,google scholar,,metabolic_rate,metabolic rate,positive,,,Fig.2,93.15054679,,,,ul g-1 h-1,6,,,,,,10,6.675417703,mmHg,oxygen,,congener - 6 individual were repeat-sampled but unknown which data are from which individuals,webplotdigitizer,regression
Urchin_ Strongylocentrotus franciscanus,Strongylocentrotus,purpuratus,Oxygen,Johansen and Vadas,1967,,Echinoidea,Echinoida,Friday Harbour_ Washington,Single species lab study (one species in paper),,Makes CaCO3,Adult,adult or juvenile,Echinoidea,Echinoida,google scholar,,metabolic_rate,metabolic rate,positive,,,Fig.2,96.32537627,,,,ul g-1 h-1,6,,,,,,10,6.276115467,mmHg,oxygen,,congener - 6 individual were repeat-sampled but unknown which data are from which individuals,webplotdigitizer,regression
Urchin_ Strongylocentrotus franciscanus,Strongylocentrotus,purpuratus,Oxygen,Johansen and Vadas,1967,,Echinoidea,Echinoida,Friday Harbour_ Washington,Single species lab study (one species in paper),,Makes CaCO3,Adult,adult or juvenile,Echinoidea,Echinoida,google scholar,,metabolic_rate,metabolic rate,positive,,,Fig.2,96.84748277,,,,ul g-1 h-1,6,,,,,,10,6.476230216,mmHg,oxygen,,congener - 6 individual were repeat-sampled but unknown which data are from which individuals,webplotdigitizer,regression
Urchin_ Strongylocentrotus franciscanus,Strongylocentrotus,purpuratus,Oxygen,Johansen and Vadas,1967,,Echinoidea,Echinoida,Friday Harbour_ Washington,Single species lab study (one species in paper),,Makes CaCO3,Adult,adult or juvenile,Echinoidea,Echinoida,google scholar,,metabolic_rate,metabolic rate,positive,,,Fig.2,105.8212355,,,,ul g-1 h-1,6,,,,,,10,6.163916755,mmHg,oxygen,,congener - 6 individual were repeat-sampled but unknown which data are from which individuals,webplotdigitizer,regression
Urchin_ Strongylocentrotus franciscanus,Strongylocentrotus,purpuratus,Oxygen,Johansen and Vadas,1967,,Echinoidea,Echinoida,Friday Harbour_ Washington,Single species lab study (one species in paper),,Makes CaCO3,Adult,adult or juvenile,Echinoidea,Echinoida,google scholar,,metabolic_rate,metabolic rate,positive,,,Fig.2,111.0566151,,,,ul g-1 h-1,6,,,,,,10,7.622210245,mmHg,oxygen,,congener - 6 individual were repeat-sampled but unknown which data are from which individuals,webplotdigitizer,regression
Urchin_ Strongylocentrotus franciscanus,Strongylocentrotus,purpuratus,Oxygen,Johansen and Vadas,1967,,Echinoidea,Echinoida,Friday Harbour_ Washington,Single species lab study (one species in paper),,Makes CaCO3,Adult,adult or juvenile,Echinoidea,Echinoida,google scholar,,metabolic_rate,metabolic rate,positive,,,Fig.2,113.7085847,,,,ul g-1 h-1,6,,,,,,10,7.051364524,mmHg,oxygen,,congener - 6 individual were repeat-sampled but unknown which data are from which individuals,webplotdigitizer,regression
Urchin_ Strongylocentrotus franciscanus,Strongylocentrotus,purpuratus,Oxygen,Johansen and Vadas,1967,,Echinoidea,Echinoida,Friday Harbour_ Washington,Single species lab study (one species in paper),,Makes CaCO3,Adult,adult or juvenile,Echinoidea,Echinoida,google scholar,,metabolic_rate,metabolic rate,positive,,,Fig.2,116.3560339,,,,ul g-1 h-1,6,,,,,,10,6.651946381,mmHg,oxygen,,congener - 6 individual were repeat-sampled but unknown which data are from which individuals,webplotdigitizer,regression
Urchin_ Strongylocentrotus franciscanus,Strongylocentrotus,purpuratus,Oxygen,Johansen and Vadas,1967,,Echinoidea,Echinoida,Friday Harbour_ Washington,Single species lab study (one species in paper),,Makes CaCO3,Adult,adult or juvenile,Echinoidea,Echinoida,google scholar,,metabolic_rate,metabolic rate,positive,,,Fig.2,120.5502141,,,,ul g-1 h-1,6,,,,,,10,7.595725322,mmHg,oxygen,,congener - 6 individual were repeat-sampled but unknown which data are from which individuals,webplotdigitizer,regression
Urchin_ Strongylocentrotus franciscanus,Strongylocentrotus,purpuratus,Oxygen,Johansen and Vadas,1967,,Echinoidea,Echinoida,Friday Harbour_ Washington,Single species lab study (one species in paper),,Makes CaCO3,Adult,adult or juvenile,Echinoidea,Echinoida,google scholar,,metabolic_rate,metabolic rate,positive,,,Fig.2,124.0151028,,,,ul g-1 h-1,6,,,,,,10,6.196486836,mmHg,oxygen,,congener - 6 individual were repeat-sampled but unknown which data are from which individuals,webplotdigitizer,regression
Urchin_ Strongylocentrotus franciscanus,Strongylocentrotus,purpuratus,Oxygen,Johansen and Vadas,1967,,Echinoidea,Echinoida,Friday Harbour_ Washington,Single species lab study (one species in paper),,Makes CaCO3,Adult,adult or juvenile,Echinoidea,Echinoida,google scholar,,metabolic_rate,metabolic rate,positive,,,Fig.2,124.7752838,,,,ul g-1 h-1,6,,,,,,10,7.36808248,mmHg,oxygen,,congener - 6 individual were repeat-sampled but unknown which data are from which individuals,webplotdigitizer,regression
Urchin_ Strongylocentrotus franciscanus,Strongylocentrotus,purpuratus,Oxygen,Johansen and Vadas,1967,,Echinoidea,Echinoida,Friday Harbour_ Washington,Single species lab study (one species in paper),,Makes CaCO3,Adult,adult or juvenile,Echinoidea,Echinoida,google scholar,,metabolic_rate,metabolic rate,positive,,,Fig.2,132.6882487,,,,ul g-1 h-1,6,,,,,,10,7.284107307,mmHg,oxygen,,congener - 6 individual were repeat-sampled but unknown which data are from which individuals,webplotdigitizer,regression
Urchin_ Strongylocentrotus franciscanus,Strongylocentrotus,purpuratus,Oxygen,Johansen and Vadas,1967,,Echinoidea,Echinoida,Friday Harbour_ Washington,Single species lab study (one species in paper),,Makes CaCO3,Adult,adult or juvenile,Echinoidea,Echinoida,google scholar,,metabolic_rate,metabolic rate,positive,,,Fig.2,132.1661422,,,,ul g-1 h-1,6,,,,,,10,7.083992559,mmHg,oxygen,,congener - 6 individual were repeat-sampled but unknown which data are from which individuals,webplotdigitizer,regression
Urchin_ Strongylocentrotus franciscanus,Strongylocentrotus,purpuratus,Oxygen,Johansen and Vadas,1967,,Echinoidea,Echinoida,Friday Harbour_ Washington,Single species lab study (one species in paper),,Makes CaCO3,Adult,adult or juvenile,Echinoidea,Echinoida,google scholar,,metabolic_rate,metabolic rate,positive,,,Fig.2,130.8718002,,,,ul g-1 h-1,6,,,,,,10,6.169422374,mmHg,oxygen,,congener - 6 individual were repeat-sampled but unknown which data are from which individuals,webplotdigitizer,regression
Razor Clam,Siliqua,patula,temperature,McKibben et al ,2017,,,,Oregon,Single species regression from field observation,,Makes CaCO3,Adult,adult or juvenile,,,google scholar,,DA_from_Pseudo-Nischia,harvestable,positive,,,Fig.S1,1.111111111,,,,ppm DA in tissue,1,,,,,,9.280612245,,,temperature,18,"combined Fig.S1B and D, added 10C to temp anomoly",webplotdigitizer,regression
Razor Clam,Siliqua,patula,temperature,McKibben et al ,2017,,,,Oregon,Single species regression from field observation,,Makes CaCO3,Adult,adult or juvenile,,,google scholar,,DA_from_Pseudo-Nischia,harvestable,positive,,,Fig.S1,1.333333333,,,,ppm DA in tissue,1,,,,,,8.948979592,,,temperature,15,combined Fig.S1B and D,webplotdigitizer,regression
Razor Clam,Siliqua,patula,temperature,McKibben et al ,2017,,,,Oregon,Single species regression from field observation,,Makes CaCO3,Adult,adult or juvenile,,,google scholar,,DA_from_Pseudo-Nischia,harvestable,positive,,,Fig.S1,3.333333333,,,,ppm DA in tissue,1,,,,,,8.693877551,,,temperature,6,combined Fig.S1B and D,webplotdigitizer,regression
Razor Clam,Siliqua,patula,temperature,McKibben et al ,2017,,,,Oregon,Single species regression from field observation,,Makes CaCO3,Adult,adult or juvenile,,,google scholar,,DA_from_Pseudo-Nischia,harvestable,positive,,,Fig.S1,0.666666667,,,,ppm DA in tissue,1,,,,,,10.45408163,,,temperature,30,combined Fig.S1B and D,webplotdigitizer,regression
Razor Clam,Siliqua,patula,temperature,McKibben et al ,2017,,,,Oregon,Single species regression from field observation,,Makes CaCO3,Adult,adult or juvenile,,,google scholar,,DA_from_Pseudo-Nischia,harvestable,positive,,,Fig.S1,0.37037037,,,,ppm DA in tissue,1,,,,,,9.357142857,,,temperature,54,combined Fig.S1B and D,webplotdigitizer,regression
Razor Clam,Siliqua,patula,temperature,McKibben et al ,2017,,,,Oregon,Single species regression from field observation,,Makes CaCO3,Adult,adult or juvenile,,,google scholar,,DA_from_Pseudo-Nischia,harvestable,positive,,,Fig.S1,1.666666667,,,,ppm DA in tissue,1,,,,,,9.12755102,,,temperature,12,combined Fig.S1B and D,webplotdigitizer,regression
Razor Clam,Siliqua,patula,temperature,McKibben et al ,2017,,,,Oregon,Single species regression from field observation,,Makes CaCO3,Adult,adult or juvenile,,,google scholar,,DA_from_Pseudo-Nischia,harvestable,positive,,,Fig.S1,2.222222222,,,,ppm DA in tissue,1,,,,,,9.841836735,,,temperature,9,combined Fig.S1B and D,webplotdigitizer,regression
Razor Clam,Siliqua,patula,temperature,McKibben et al ,2017,,,,Oregon,Single species regression from field observation,,Makes CaCO3,Adult,adult or juvenile,,,google scholar,,DA_from_Pseudo-Nischia,harvestable,positive,,,Fig.S1,0.170940171,,,,ppm DA in tissue,1,,,,,,9.204081633,,,temperature,117,combined Fig.S1B and D,webplotdigitizer,regression
Razor Clam,Siliqua,patula,temperature,McKibben et al ,2017,,,,Oregon,Single species regression from field observation,,Makes CaCO3,Adult,adult or juvenile,,,google scholar,,DA_from_Pseudo-Nischia,harvestable,positive,,,Fig.S1,0.24691358,,,,ppm DA in tissue,1,,,,,,10.14795918,,,temperature,81,combined Fig.S1B and D,webplotdigitizer,regression
Razor Clam,Siliqua,patula,temperature,McKibben et al ,2017,,,,Oregon,Single species regression from field observation,,Makes CaCO3,Adult,adult or juvenile,,,google scholar,,DA_from_Pseudo-Nischia,harvestable,positive,,,Fig.S1,0.833333333,,,,ppm DA in tissue,1,,,,,,9.994897959,,,temperature,24,combined Fig.S1B and D,webplotdigitizer,regression
Razor Clam,Siliqua,patula,temperature,McKibben et al ,2017,,,,Oregon,Single species regression from field observation,,Makes CaCO3,Adult,adult or juvenile,,,google scholar,,DA_from_Pseudo-Nischia,harvestable,positive,,,Fig.S1,0.476190476,,,,ppm DA in tissue,1,,,,,,9.510204082,,,temperature,42,combined Fig.S1B and D,webplotdigitizer,regression
Razor Clam,Siliqua,patula,temperature,McKibben et al ,2017,,,,Oregon,Single species regression from field observation,,Makes CaCO3,Adult,adult or juvenile,,,google scholar,,DA_from_Pseudo-Nischia,harvestable,positive,,,Fig.S1,0.512820513,,,,ppm DA in tissue,1,,,,,,10.8622449,,,temperature,39,combined Fig.S1B and D,webplotdigitizer,regression
Razor Clam,Siliqua,patula,temperature,McKibben et al ,2017,,,,Oregon,Single species regression from field observation,,Makes CaCO3,Adult,adult or juvenile,,,google scholar,,DA_from_Pseudo-Nischia,harvestable,positive,,,Fig.S1,1.111111111,,,,ppm DA in tissue,1,,,,,,10.55612245,,,temperature,18,combined Fig.S1B and D,webplotdigitizer,regression
Razor Clam,Siliqua,patula,temperature,McKibben et al ,2017,,,,Oregon,Single species regression from field observation,,Makes CaCO3,Adult,adult or juvenile,,,google scholar,,DA_from_Pseudo-Nischia,harvestable,positive,,,Fig.S1,0.37037037,,,,ppm DA in tissue,1,,,,,,10.25,,,temperature,54,combined Fig.S1B and D,webplotdigitizer,regression
Razor Clam,Siliqua,patula,temperature,McKibben et al ,2017,,,,Oregon,Single species regression from field observation,,Makes CaCO3,Adult,adult or juvenile,,,google scholar,,DA_from_Pseudo-Nischia,harvestable,positive,,,Fig.S1,0.222222222,,,,ppm DA in tissue,1,,,,,,10.40306122,,,temperature,90,combined Fig.S1B and D,webplotdigitizer,regression
Razor Clam,Siliqua,patula,temperature,McKibben et al ,2017,,,,Oregon,Single species regression from field observation,,Makes CaCO3,Adult,adult or juvenile,,,google scholar,,DA_from_Pseudo-Nischia,harvestable,positive,,,Fig.S1,0.350877193,,,,ppm DA in tissue,1,,,,,,10.78571429,,,temperature,57,combined Fig.S1B and D,webplotdigitizer,regression
Razor Clam,Siliqua,patula,temperature,McKibben et al ,2017,,,,Oregon,Single species regression from field observation,,Makes CaCO3,Adult,adult or juvenile,,,google scholar,,DA_from_Pseudo-Nischia,harvestable,positive,,,Fig.S1,0.093896714,,,,ppm DA in tissue,1,,,,,,10.70918367,,,temperature,213,combined Fig.S1B and D,webplotdigitizer,regression
Razor Clam,Siliqua,patula,temperature,McKibben et al ,2017,,,,Oregon,Single species regression from field observation,,Makes CaCO3,Adult,adult or juvenile,,,google scholar,,DA_from_Pseudo-Nischia,harvestable,positive,,,Fig.S1,0.069444444,,,,ppm DA in tissue,1,,,,,,10.47959184,,,temperature,288,combined Fig.S1B and D,webplotdigitizer,regression
Razor Clam,Siliqua,patula,temperature,McKibben et al ,2017,,,,Oregon,Single species regression from field observation,,Makes CaCO3,Adult,adult or juvenile,,,google scholar,,DA_from_Pseudo-Nischia,harvestable,positive,,,Fig.S1,0.141843972,,,,ppm DA in tissue,1,,,,,,11.24489796,,,temperature,141,combined Fig.S1B and D,webplotdigitizer,regression
Razor Clam,Siliqua,patula,temperature,McKibben et al ,2017,,,,Oregon,Single species regression from field observation,,Makes CaCO3,Adult,adult or juvenile,,,google scholar,,DA_from_Pseudo-Nischia,harvestable,positive,,,Fig.S1,0.065359477,,,,ppm DA in tissue,1,,,,,,10.96428571,,,temperature,306,combined Fig.S1B and D,webplotdigitizer,regression
Razor Clam,Siliqua,patula,temperature,Taylor,1959,,,,California to Alaska,Single species regression from field observation,,Makes CaCO3,Adult,adult or juvenile,,,google scholar,,instantaneous growth rate,growth,positive,,,Table 1,1.11,,,,intantaneous length growth,1,,,,,,14.4,,,temperature,,temperatures were estimates of annual mean temp in paper,,regression
Razor Clam,Siliqua,patula,temperature,Taylor,1959,,,,California to Alaska,Single species regression from field observation,,Makes CaCO3,Adult,adult or juvenile,,,google scholar,,instantaneous growth rate,growth,positive,,,Table 1,0.6,,,,intantaneous length growth,1,,,,,,12.2,,,temperature,,temperatures were estimates of annual mean temp in paper,,regression
Razor Clam,Siliqua,patula,temperature,Taylor,1959,,,,California to Alaska,Single species regression from field observation,,Makes CaCO3,Adult,adult or juvenile,,,google scholar,,instantaneous growth rate,growth,positive,,,Table 1,0.56,,,,intantaneous length growth,1,,,,,,10.3,,,temperature,,temperatures were estimates of annual mean temp in paper,,regression
Razor Clam,Siliqua,patula,temperature,Taylor,1959,,,,California to Alaska,Single species regression from field observation,,Makes CaCO3,Adult,adult or juvenile,,,google scholar,,instantaneous growth rate,growth,positive,,,Table 1,1.09,,,,intantaneous length growth,1,,,,,,10.3,,,temperature,,temperatures were estimates of annual mean temp in paper,,regression
Razor Clam,Siliqua,patula,temperature,Taylor,1959,,,,California to Alaska,Single species regression from field observation,,Makes CaCO3,Adult,adult or juvenile,,,google scholar,,instantaneous growth rate,growth,positive,,,Table 1,0.73,,,,intantaneous length growth,1,,,,,,10.3,,,temperature,,temperatures were estimates of annual mean temp in paper,,regression
Razor Clam,Siliqua,patula,temperature,Taylor,1959,,,,California to Alaska,Single species regression from field observation,,Makes CaCO3,Adult,adult or juvenile,,,google scholar,,instantaneous growth rate,growth,positive,,,Table 1,0.47,,,,intantaneous length growth,1,,,,,,8,,,temperature,,temperatures were estimates of annual mean temp in paper,,regression
Razor Clam,Siliqua,patula,temperature,Taylor,1959,,,,California to Alaska,Single species regression from field observation,,Makes CaCO3,Adult,adult or juvenile,,,google scholar,,instantaneous growth rate,growth,positive,,,Table 1,0.16,,,,intantaneous length growth,1,,,,,,5,,,temperature,,temperatures were estimates of annual mean temp in paper,,regression
Razor Clam,Siliqua,patula,temperature,Taylor,1959,,,,California to Alaska,Single species regression from field observation,,Makes CaCO3,Adult,adult or juvenile,,,google scholar,,instantaneous growth rate,growth,positive,,,Table 1,0.21,,,,intantaneous length growth,1,,,,,,4.6,,,temperature,,temperatures were estimates of annual mean temp in paper,,regression
Razor Clam,Siliqua,patula,temperature,Taylor,1959,,,,California to Alaska,Single species regression from field observation,,Makes CaCO3,Adult,adult or juvenile,,,google scholar,,instantaneous growth rate,growth,positive,,,Table 1,0.24,,,,intantaneous length growth,1,,,,,,5.9,,,temperature,,temperatures were estimates of annual mean temp in paper,,regression
